YEAR,GENDER,RACE,AGE_GROUP,COUNTY,VIOLENT,PROPERTY,F_DRUGOFF,F_SEXOFF,F_ALLOTHER,F_TOTAL,M_TOTAL,S_TOTAL
1980,Female,Other,18 to 19,Alameda County,1,4,2,0,0,7,39,0
1980,Female,Other,20 to 29,Alameda County,8,15,6,0,1,30,174,0
1980,Female,Other,30 to 39,Alameda County,5,7,4,0,0,16,111,0
1980,Female,Other,40 to 69,Alameda County,1,3,0,0,0,4,80,0
1980,Female,Other,70 and over,Alameda County,0,0,0,0,0,0,2,0
1980,Female,White,Under 18,Alameda County,30,126,46,0,12,214,882,663
1980,Female,White,18 to 19,Alameda County,12,40,44,0,5,101,460,0
1980,Female,White,20 to 29,Alameda County,59,171,198,0,41,469,2119,0
1980,Female,White,30 to 39,Alameda County,28,49,53,2,10,142,1047,0
1980,Female,White,40 to 69,Alameda County,13,14,13,1,9,50,874,0
1980,Female,White,70 and over,Alameda County,0,0,0,0,0,0,18,0
1980,Male,Other,20 to 29,Alpine County,0,0,0,0,0,0,2,0
1980,Male,Other,30 to 39,Alpine County,0,0,0,0,1,1,0,0
1980,Male,White,Under 18,Alpine County,0,2,0,0,0,2,18,0
1980,Male,White,18 to 19,Alpine County,0,3,0,0,0,3,38,0
1980,Male,White,20 to 29,Alpine County,1,3,1,0,0,5,33,0
1980,Male,White,30 to 39,Alpine County,0,1,1,1,0,3,5,0
1980,Male,White,40 to 69,Alpine County,0,0,0,0,0,0,4,0
1980,Female,Other,Under 18,Alpine County,0,0,0,0,0,0,0,1
1980,Female,White,Under 18,Alpine County,0,0,0,0,0,0,4,0
1980,Female,White,18 to 19,Alpine County,0,0,0,0,0,0,5,0
1980,Female,White,20 to 29,Alpine County,0,0,0,0,0,0,9,0
1980,Female,White,30 to 39,Alpine County,0,0,0,0,0,0,1,0
1980,Male,Hispanic,Under 18,Amador County,0,0,0,0,0,0,3,1
1980,Male,Hispanic,18 to 19,Amador County,0,0,0,0,0,0,2,0
1980,Male,Hispanic,20 to 29,Amador County,1,0,0,0,0,1,5,0
1980,Male,Hispanic,30 to 39,Amador County,0,1,0,0,0,1,6,0
1980,Male,Hispanic,40 to 69,Amador County,0,0,0,0,0,0,2,0
1980,Male,Other,20 to 29,Amador County,0,0,0,0,0,0,2,0
1980,Male,Other,30 to 39,Amador County,0,0,0,0,0,0,1,0
1980,Male,White,Under 18,Amador County,0,25,4,0,0,29,37,0
1980,Male,White,18 to 19,Amador County,0,6,1,0,2,9,34,0
1980,Male,White,20 to 29,Amador County,4,17,3,1,1,26,97,0
1980,Male,White,30 to 39,Amador County,3,3,1,2,1,10,36,0
1980,Male,White,40 to 69,Amador County,1,1,0,0,0,2,50,0
1980,Female,Hispanic,20 to 29,Amador County,0,0,0,0,1,1,0,0
1980,Female,Other,40 to 69,Amador County,0,0,0,0,0,0,1,0
1980,Female,White,Under 18,Amador County,0,0,1,0,0,1,9,0
1980,Female,White,18 to 19,Amador County,0,2,0,0,0,2,4,0
1980,Female,White,20 to 29,Amador County,1,1,2,0,0,4,8,0
1980,Female,White,30 to 39,Amador County,0,2,0,0,1,3,5,0
1980,Female,White,40 to 69,Amador County,0,1,0,0,0,1,3,0
1980,Male,Black,Under 18,Butte County,3,5,0,0,0,8,7,0
1980,Male,Black,18 to 19,Butte County,0,1,0,0,0,1,9,0
1980,Male,Black,20 to 29,Butte County,17,15,3,0,1,36,47,0
1980,Male,Black,30 to 39,Butte County,5,2,0,0,1,8,20,0
1980,Male,Black,40 to 69,Butte County,3,1,1,0,4,9,29,0
1980,Male,Hispanic,Under 18,Butte County,0,8,1,0,1,10,19,0
1980,Male,Hispanic,18 to 19,Butte County,2,2,1,0,2,7,22,0
1980,Male,Hispanic,20 to 29,Butte County,20,10,5,2,8,45,169,0
1980,Male,Hispanic,30 to 39,Butte County,7,4,1,0,2,14,53,0
1980,Male,Hispanic,40 to 69,Butte County,3,0,0,0,0,3,44,0
1980,Male,Hispanic,70 and over,Butte County,0,0,0,0,0,0,2,0
1980,Male,Other,Under 18,Butte County,0,1,0,0,1,2,3,0
1980,Male,Other,18 to 19,Butte County,1,1,0,0,1,3,10,0
1980,Male,Other,20 to 29,Butte County,4,5,0,0,1,10,49,0
1980,Male,Other,30 to 39,Butte County,1,0,0,0,0,1,15,0
1980,Male,Other,40 to 69,Butte County,0,0,0,0,0,0,50,0
1980,Male,White,Under 18,Butte County,18,149,7,3,7,184,283,1
1980,Male,White,18 to 19,Butte County,23,106,20,1,27,177,346,0
1980,Male,White,20 to 29,Butte County,103,204,60,5,69,441,1463,0
1980,Male,White,30 to 39,Butte County,46,59,19,4,43,171,584,0
1980,Male,White,40 to 69,Butte County,16,24,7,4,17,68,705,0
1980,Male,White,70 and over,Butte County,4,1,0,1,0,6,36,0
1980,Female,Black,Under 18,Butte County,0,0,0,0,0,0,2,0
1980,Female,Black,18 to 19,Butte County,0,1,0,0,0,1,8,0
1980,Female,Black,20 to 29,Butte County,4,6,1,0,1,12,15,0
1980,Female,Black,30 to 39,Butte County,0,2,0,0,0,2,1,0
1980,Female,Black,40 to 69,Butte County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,Under 18,Butte County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,18 to 19,Butte County,0,2,0,0,0,2,1,0
1980,Female,Hispanic,20 to 29,Butte County,1,0,0,0,0,1,5,0
1980,Female,Hispanic,30 to 39,Butte County,0,1,0,0,0,1,4,0
1980,Female,Hispanic,40 to 69,Butte County,0,2,0,0,0,2,1,0
1980,Female,Other,Under 18,Butte County,0,0,0,0,0,0,1,0
1980,Female,Other,20 to 29,Butte County,0,0,0,0,0,0,8,0
1980,Female,Other,30 to 39,Butte County,0,0,0,0,0,0,5,0
1980,Female,Other,40 to 69,Butte County,0,0,0,0,0,0,6,0
1980,Female,White,Under 18,Butte County,2,12,2,0,2,18,72,2
1980,Female,White,18 to 19,Butte County,3,9,1,0,2,15,52,0
1980,Female,White,20 to 29,Butte County,14,32,16,0,9,71,174,0
1980,Female,White,30 to 39,Butte County,4,10,4,0,5,23,78,0
1980,Female,White,40 to 69,Butte County,2,8,0,0,3,13,100,0
1980,Female,White,70 and over,Butte County,0,0,0,0,0,0,4,0
1980,Male,Black,Under 18,Calaveras County,0,0,0,0,0,0,1,0
1980,Male,Black,20 to 29,Calaveras County,0,0,0,0,0,0,3,0
1980,Male,Black,30 to 39,Calaveras County,0,0,0,0,0,0,2,0
1980,Male,Black,40 to 69,Calaveras County,0,0,0,0,0,0,1,0
1980,Male,Hispanic,Under 18,Calaveras County,1,0,0,0,0,1,1,0
1980,Male,Hispanic,18 to 19,Calaveras County,0,0,1,0,0,1,9,0
1980,Male,Hispanic,20 to 29,Calaveras County,0,4,0,0,2,6,13,0
1980,Male,Hispanic,30 to 39,Calaveras County,2,0,0,0,0,2,3,0
1980,Male,Hispanic,40 to 69,Calaveras County,1,0,0,0,0,1,3,0
1980,Male,Other,Under 18,Calaveras County,0,3,0,0,0,3,0,0
1980,Male,Other,18 to 19,Calaveras County,0,0,0,0,0,0,3,0
1980,Male,Other,20 to 29,Calaveras County,1,6,0,0,0,7,5,0
1980,Male,Other,30 to 39,Calaveras County,0,0,0,0,0,0,1,0
1980,Male,Other,40 to 69,Calaveras County,1,0,0,0,0,1,1,0
1980,Male,Other,70 and over,Calaveras County,0,0,0,0,0,0,1,0
1980,Male,White,Under 18,Calaveras County,4,30,14,0,1,49,66,1
1980,Male,White,18 to 19,Calaveras County,1,20,2,1,5,29,64,0
1980,Male,White,20 to 29,Calaveras County,20,33,26,0,11,90,229,0
1980,Male,White,30 to 39,Calaveras County,7,9,12,1,5,34,97,0
1980,Male,White,40 to 69,Calaveras County,6,5,6,1,4,22,88,0
1980,Male,White,70 and over,Calaveras County,0,2,0,0,0,2,0,0
1980,Female,Hispanic,18 to 19,Calaveras County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,20 to 29,Calaveras County,0,0,1,0,0,1,1,0
1980,Female,Other,18 to 19,Calaveras County,0,0,0,0,0,0,1,0
1980,Female,Other,20 to 29,Calaveras County,2,0,0,0,0,2,1,0
1980,Female,White,Under 18,Calaveras County,0,5,1,0,0,6,23,2
1980,Female,White,18 to 19,Calaveras County,3,2,1,0,0,6,12,0
1980,Female,White,20 to 29,Calaveras County,3,8,10,0,0,21,26,0
1980,Female,White,30 to 39,Calaveras County,0,2,5,0,0,7,10,0
1980,Female,White,40 to 69,Calaveras County,0,1,4,0,1,6,13,0
1980,Male,Black,18 to 19,Colusa County,0,1,0,0,0,1,0,0
1980,Male,Black,20 to 29,Colusa County,0,1,0,0,0,1,7,0
1980,Male,Black,30 to 39,Colusa County,0,2,0,0,0,2,0,0
1980,Male,Black,40 to 69,Colusa County,0,0,0,0,0,0,5,0
1980,Male,Hispanic,Under 18,Colusa County,0,2,0,0,0,2,5,0
1980,Male,Hispanic,18 to 19,Colusa County,0,0,0,0,0,0,11,0
1980,Male,Hispanic,20 to 29,Colusa County,6,0,0,0,4,10,78,0
1980,Male,Hispanic,30 to 39,Colusa County,4,0,0,0,0,4,28,0
1980,Male,Hispanic,40 to 69,Colusa County,1,0,0,0,0,1,25,0
1980,Male,Other,Under 18,Colusa County,0,0,0,0,0,0,2,0
1980,Male,Other,18 to 19,Colusa County,0,0,0,0,1,1,2,0
1980,Male,Other,20 to 29,Colusa County,0,0,0,0,0,0,12,0
1980,Male,Other,30 to 39,Colusa County,0,0,0,0,0,0,8,0
1980,Male,Other,40 to 69,Colusa County,0,0,0,0,0,0,4,0
1980,Male,White,Under 18,Colusa County,4,36,2,1,1,44,34,7
1980,Male,White,18 to 19,Colusa County,2,12,0,0,0,14,35,0
1980,Male,White,20 to 29,Colusa County,6,13,5,0,2,26,147,0
1980,Male,White,30 to 39,Colusa County,3,4,1,1,0,9,68,0
1980,Male,White,40 to 69,Colusa County,2,4,0,0,2,8,116,0
1980,Male,White,70 and over,Colusa County,0,0,0,0,0,0,5,0
1980,Female,Black,20 to 29,Colusa County,0,1,0,0,0,1,1,0
1980,Female,Hispanic,Under 18,Colusa County,0,1,0,0,0,1,0,0
1980,Female,Hispanic,20 to 29,Colusa County,0,0,0,0,0,0,4,0
1980,Female,Hispanic,30 to 39,Colusa County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,40 to 69,Colusa County,0,0,0,0,0,0,1,0
1980,Female,Other,20 to 29,Colusa County,0,0,0,0,0,0,3,0
1980,Female,Other,30 to 39,Colusa County,0,0,0,0,0,0,1,0
1980,Female,Other,40 to 69,Colusa County,0,0,0,0,0,0,1,0
1980,Female,White,Under 18,Colusa County,0,10,1,0,0,11,6,2
1980,Female,White,18 to 19,Colusa County,0,0,0,0,0,0,4,0
1980,Female,White,20 to 29,Colusa County,0,2,0,0,0,2,15,0
1980,Female,White,30 to 39,Colusa County,0,0,0,0,0,0,9,0
1980,Female,White,40 to 69,Colusa County,0,0,0,0,0,0,17,0
1980,Male,Black,Under 18,Contra Costa County,116,446,28,2,37,629,557,31
1980,Male,Black,18 to 19,Contra Costa County,71,154,42,5,18,290,334,0
1980,Male,Black,20 to 29,Contra Costa County,238,360,143,8,101,850,1683,0
1980,Male,Black,30 to 39,Contra Costa County,113,153,68,7,47,388,987,0
1980,Male,Black,40 to 69,Contra Costa County,61,56,24,1,24,166,853,0
1980,Male,Black,70 and over,Contra Costa County,1,1,2,0,0,4,17,0
1980,Male,Hispanic,Under 18,Contra Costa County,13,79,3,1,21,117,315,45
1980,Male,Hispanic,18 to 19,Contra Costa County,17,34,4,1,6,62,263,0
1980,Male,Hispanic,20 to 29,Contra Costa County,56,65,19,3,31,174,846,0
1980,Male,Hispanic,30 to 39,Contra Costa County,27,16,6,3,6,58,320,0
1980,Male,Hispanic,40 to 69,Contra Costa County,10,7,3,1,5,26,236,0
1980,Male,Hispanic,70 and over,Contra Costa County,0,0,0,0,0,0,2,0
1980,Male,Other,Under 18,Contra Costa County,4,32,2,1,9,48,77,7
1980,Male,Other,18 to 19,Contra Costa County,1,8,2,0,1,12,34,0
1980,Male,Other,20 to 29,Contra Costa County,13,9,6,0,4,32,127,0
1980,Male,Other,30 to 39,Contra Costa County,4,3,4,0,1,12,77,0
1980,Male,Other,40 to 69,Contra Costa County,4,2,2,0,1,9,53,0
1980,Male,Other,70 and over,Contra Costa County,0,0,0,0,0,0,2,0
1980,Male,White,Under 18,Contra Costa County,162,966,100,4,180,1412,3518,264
1980,Male,White,18 to 19,Contra Costa County,82,225,84,3,83,477,2176,0
1980,Male,White,20 to 29,Contra Costa County,260,441,259,8,167,1135,5136,0
1980,Male,White,30 to 39,Contra Costa County,89,149,64,13,57,372,2108,0
1980,Male,White,40 to 69,Contra Costa County,49,54,27,11,33,174,1925,0
1980,Male,White,70 and over,Contra Costa County,2,1,0,1,0,4,61,0
1980,Female,Black,Under 18,Contra Costa County,17,42,1,1,4,65,169,9
1980,Female,Black,18 to 19,Contra Costa County,13,31,3,0,2,49,70,0
1980,Female,Black,20 to 29,Contra Costa County,53,123,38,0,17,231,295,0
1980,Female,Black,30 to 39,Contra Costa County,21,44,16,0,6,87,149,0
1980,Female,Black,40 to 69,Contra Costa County,15,12,3,0,1,31,86,0
1980,Female,Black,70 and over,Contra Costa County,1,0,0,0,0,1,1,0
1980,Female,Hispanic,Under 18,Contra Costa County,2,9,0,0,0,11,71,19
1980,Female,Hispanic,18 to 19,Contra Costa County,8,2,0,0,0,10,25,0
1980,Female,Hispanic,20 to 29,Contra Costa County,4,4,4,0,2,14,62,0
1980,Female,Hispanic,30 to 39,Contra Costa County,1,3,1,0,0,5,22,0
1980,Female,Hispanic,40 to 69,Contra Costa County,1,2,0,0,0,3,41,0
1980,Female,Hispanic,70 and over,Contra Costa County,0,0,0,0,0,0,1,0
1980,Female,Other,Under 18,Contra Costa County,0,6,0,0,0,6,39,3
1980,Female,Other,18 to 19,Contra Costa County,0,0,0,0,0,0,6,0
1980,Female,Other,20 to 29,Contra Costa County,2,4,0,0,0,6,32,0
1980,Female,Other,30 to 39,Contra Costa County,1,4,1,0,0,6,25,0
1980,Female,Other,40 to 69,Contra Costa County,2,3,0,0,0,5,21,0
1980,Female,White,Under 18,Contra Costa County,11,125,10,0,21,167,949,212
1980,Female,White,18 to 19,Contra Costa County,6,36,20,0,6,68,294,0
1980,Female,White,20 to 29,Contra Costa County,24,84,70,0,28,206,812,0
1980,Female,White,30 to 39,Contra Costa County,7,34,20,0,7,68,406,0
1980,Female,White,40 to 69,Contra Costa County,14,22,10,0,2,48,498,0
1980,Female,White,70 and over,Contra Costa County,0,0,0,0,1,1,7,0
1980,Male,Black,20 to 29,Del Norte County,2,2,3,0,0,7,4,0
1980,Male,Black,30 to 39,Del Norte County,0,0,0,0,0,0,1,0
1980,Male,Black,40 to 69,Del Norte County,0,0,0,0,0,0,2,0
1980,Male,Hispanic,Under 18,Del Norte County,0,0,0,0,1,1,4,0
1980,Male,Hispanic,18 to 19,Del Norte County,1,0,0,0,0,1,6,0
1980,Male,Hispanic,20 to 29,Del Norte County,7,3,0,0,0,10,26,0
1980,Male,Hispanic,30 to 39,Del Norte County,1,2,0,0,0,3,9,0
1980,Male,Hispanic,40 to 69,Del Norte County,0,2,0,0,0,2,5,0
1980,Male,Other,Under 18,Del Norte County,0,5,0,0,0,5,10,0
1980,Male,Other,18 to 19,Del Norte County,1,2,0,0,0,3,12,0
1980,Male,Other,20 to 29,Del Norte County,6,9,2,0,6,23,60,0
1980,Male,Other,30 to 39,Del Norte County,2,1,0,0,0,3,21,0
1980,Male,Other,40 to 69,Del Norte County,0,4,0,0,0,4,21,0
1980,Male,White,Under 18,Del Norte County,5,25,1,1,5,37,58,8
1980,Male,White,18 to 19,Del Norte County,0,28,5,0,8,41,83,0
1980,Male,White,20 to 29,Del Norte County,27,61,14,2,17,121,295,0
1980,Male,White,30 to 39,Del Norte County,7,18,8,0,5,38,151,0
1980,Male,White,40 to 69,Del Norte County,4,4,5,1,3,17,146,0
1980,Male,White,70 and over,Del Norte County,1,0,0,1,0,2,9,0
1980,Female,Black,20 to 29,Del Norte County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,Under 18,Del Norte County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,20 to 29,Del Norte County,0,0,0,0,0,0,3,0
1980,Female,Other,Under 18,Del Norte County,0,1,0,0,1,2,1,0
1980,Female,Other,18 to 19,Del Norte County,1,1,0,0,0,2,7,0
1980,Female,Other,20 to 29,Del Norte County,2,0,2,0,1,5,15,0
1980,Female,Other,30 to 39,Del Norte County,0,0,0,0,0,0,9,0
1980,Female,Other,40 to 69,Del Norte County,0,0,0,0,0,0,4,0
1980,Female,Other,70 and over,Del Norte County,0,0,0,0,0,0,1,0
1980,Female,White,Under 18,Del Norte County,1,9,1,0,2,13,20,6
1980,Female,White,18 to 19,Del Norte County,1,1,1,0,0,3,8,0
1980,Female,White,20 to 29,Del Norte County,4,3,3,0,0,10,40,0
1980,Female,White,30 to 39,Del Norte County,0,2,1,0,0,3,24,0
1980,Female,White,40 to 69,Del Norte County,1,0,0,0,0,1,20,0
1980,Female,White,70 and over,Del Norte County,0,0,0,0,0,0,1,0
1980,Male,Black,Under 18,El Dorado County,0,1,0,1,0,2,6,0
1980,Male,Black,18 to 19,El Dorado County,0,9,0,0,0,9,3,0
1980,Male,Black,20 to 29,El Dorado County,7,5,0,0,1,13,27,0
1980,Male,Black,30 to 39,El Dorado County,2,2,0,0,1,5,14,0
1980,Male,Black,40 to 69,El Dorado County,1,1,0,0,0,2,6,0
1980,Male,Hispanic,Under 18,El Dorado County,0,3,0,0,0,3,5,0
1980,Male,Hispanic,18 to 19,El Dorado County,1,3,0,0,0,4,13,0
1980,Male,Hispanic,20 to 29,El Dorado County,5,9,3,0,6,23,61,0
1980,Male,Hispanic,30 to 39,El Dorado County,3,2,0,0,4,9,26,0
1980,Male,Hispanic,40 to 69,El Dorado County,0,1,0,0,0,1,28,0
1980,Male,Other,Under 18,El Dorado County,0,3,0,0,0,3,0,0
1980,Male,Other,18 to 19,El Dorado County,0,0,0,0,0,0,1,0
1980,Male,Other,20 to 29,El Dorado County,2,4,1,0,1,8,31,0
1980,Male,Other,30 to 39,El Dorado County,0,1,0,0,0,1,9,0
1980,Male,Other,40 to 69,El Dorado County,0,0,0,0,0,0,8,0
1980,Male,White,Under 18,El Dorado County,13,187,14,3,9,226,373,23
1980,Male,White,18 to 19,El Dorado County,21,67,12,0,10,110,250,0
1980,Male,White,20 to 29,El Dorado County,81,162,78,2,39,362,1121,0
1980,Male,White,30 to 39,El Dorado County,32,40,25,4,21,122,452,0
1980,Male,White,40 to 69,El Dorado County,10,19,6,2,9,46,324,0
1980,Male,White,70 and over,El Dorado County,0,0,1,0,0,1,9,0
1980,Female,Black,Under 18,El Dorado County,0,0,0,0,0,0,1,0
1980,Female,Black,18 to 19,El Dorado County,1,1,1,0,0,3,0,0
1980,Female,Black,20 to 29,El Dorado County,0,0,0,0,0,0,0,0
1980,Female,Black,30 to 39,El Dorado County,1,0,0,0,1,2,0,0
1980,Female,Black,40 to 69,El Dorado County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,Under 18,El Dorado County,0,0,0,0,0,0,4,0
1980,Female,Hispanic,18 to 19,El Dorado County,0,0,0,0,0,0,2,0
1980,Female,Hispanic,20 to 29,El Dorado County,0,1,1,0,2,4,9,0
1980,Female,Hispanic,30 to 39,El Dorado County,0,0,0,0,0,0,1,0
1980,Female,Hispanic,40 to 69,El Dorado County,0,0,0,0,0,0,1,0
1980,Female,Other,Under 18,El Dorado County,0,0,0,0,1,1,0,1
1980,Female,Other,18 to 19,El Dorado County,0,0,0,0,0,0,3,0
1980,Female,Other,20 to 29,El Dorado County,1,0,0,0,1,2,2,0
1980,Female,Other,30 to 39,El Dorado County,0,0,0,0,0,0,3,0
1980,Female,Other,40 to 69,El Dorado County,0,0,1,0,0,1,1,0
1980,Female,White,Under 18,El Dorado County,5,15,3,0,0,23,109,26
1980,Female,White,18 to 19,El Dorado County,0,12,2,0,0,14,49,0
1980,Female,White,20 to 29,El Dorado County,9,16,23,0,7,55,169,0
1980,Female,White,30 to 39,El Dorado County,0,6,6,0,5,17,74,0
1980,Female,White,40 to 69,El Dorado County,3,4,1,0,0,8,70,0
1980,Male,Black,Under 18,Fresno County,123,307,4,4,22,460,355,58
1980,Male,Black,18 to 19,Fresno County,47,68,3,0,7,125,124,0
1980,Male,Black,20 to 29,Fresno County,183,248,41,1,25,498,837,0
1980,Male,Black,30 to 39,Fresno County,47,61,20,5,9,142,398,0
1980,Male,Black,40 to 69,Fresno County,31,22,12,2,1,68,717,0
1980,Male,Black,70 and over,Fresno County,6,2,0,0,1,9,40,0
1980,Male,Hispanic,Under 18,Fresno County,212,499,29,5,63,808,1885,225
1980,Male,Hispanic,18 to 19,Fresno County,162,192,14,2,42,412,1660,0
1980,Male,Hispanic,20 to 29,Fresno County,505,474,89,14,170,1252,8286,0
1980,Male,Hispanic,30 to 39,Fresno County,141,101,43,5,46,336,3565,0
1980,Male,Hispanic,40 to 69,Fresno County,72,40,26,5,25,168,3932,0
1980,Male,Hispanic,70 and over,Fresno County,1,0,0,1,0,2,85,0
1980,Male,Other,Under 18,Fresno County,1,16,5,0,3,25,29,3
1980,Male,Other,18 to 19,Fresno County,7,7,1,0,1,16,41,0
1980,Male,Other,20 to 29,Fresno County,21,23,5,1,6,56,223,0
1980,Male,Other,30 to 39,Fresno County,3,9,1,0,0,13,207,0
1980,Male,Other,40 to 69,Fresno County,6,3,3,1,1,14,344,0
1980,Male,Other,70 and over,Fresno County,0,0,0,0,0,0,30,0
1980,Male,White,Under 18,Fresno County,102,493,59,5,46,705,1301,236
1980,Male,White,18 to 19,Fresno County,77,189,32,3,35,336,968,0
1980,Male,White,20 to 29,Fresno County,226,362,156,9,86,839,3674,0
1980,Male,White,30 to 39,Fresno County,104,111,65,19,29,328,1835,0
1980,Male,White,40 to 69,Fresno County,54,56,17,16,16,159,2966,0
1980,Male,White,70 and over,Fresno County,1,0,0,0,0,1,186,0
1980,Female,Black,Under 18,Fresno County,25,33,1,0,5,64,153,49
1980,Female,Black,18 to 19,Fresno County,7,15,2,0,0,24,55,0
1980,Female,Black,20 to 29,Fresno County,33,73,10,2,6,124,301,0
1980,Female,Black,30 to 39,Fresno County,11,32,3,0,3,49,74,0
1980,Female,Black,40 to 69,Fresno County,6,6,1,0,5,18,42,0
1980,Female,Hispanic,Under 18,Fresno County,37,70,6,0,4,117,493,259
1980,Female,Hispanic,18 to 19,Fresno County,15,17,2,0,6,40,148,0
1980,Female,Hispanic,20 to 29,Fresno County,31,63,23,0,8,125,659,0
1980,Female,Hispanic,30 to 39,Fresno County,10,18,12,0,5,45,284,0
1980,Female,Hispanic,40 to 69,Fresno County,4,6,7,0,6,23,148,0
1980,Female,Hispanic,70 and over,Fresno County,0,0,1,0,0,1,0,0
1980,Female,Other,Under 18,Fresno County,4,1,0,0,1,6,16,15
1980,Female,Other,18 to 19,Fresno County,2,2,1,0,0,5,6,0
1980,Female,Other,20 to 29,Fresno County,1,6,2,0,2,11,35,0
1980,Female,Other,30 to 39,Fresno County,2,3,0,0,0,5,14,0
1980,Female,Other,40 to 69,Fresno County,0,1,0,0,0,1,19,0
1980,Female,White,Under 18,Fresno County,6,69,19,0,7,101,424,333
1980,Female,White,18 to 19,Fresno County,3,16,14,1,5,39,147,0
1980,Female,White,20 to 29,Fresno County,16,90,54,2,8,170,556,0
1980,Female,White,30 to 39,Fresno County,18,32,19,1,7,77,321,0
1980,Female,White,40 to 69,Fresno County,4,19,2,1,7,33,315,0
1980,Female,White,70 and over,Fresno County,0,0,0,0,0,0,9,0
1980,Male,Black,Under 18,Glenn County,0,0,0,0,0,0,1,0
1980,Male,Black,18 to 19,Glenn County,0,0,0,1,0,1,1,0
1980,Male,Black,20 to 29,Glenn County,0,0,0,0,0,0,1,0
1980,Male,Black,30 to 39,Glenn County,1,0,0,0,0,1,2,0
1980,Male,Black,40 to 69,Glenn County,0,0,1,0,0,1,3,0
1980,Male,Hispanic,Under 18,Glenn County,1,1,0,0,1,3,4,0
1980,Male,Hispanic,18 to 19,Glenn County,4,0,0,0,1,5,8,0
1980,Male,Hispanic,20 to 29,Glenn County,13,8,1,1,2,25,103,0
1980,Male,Hispanic,30 to 39,Glenn County,6,0,0,1,0,7,42,0
1980,Male,Hispanic,40 to 69,Glenn County,1,0,0,0,0,1,33,0
1980,Male,Hispanic,70 and over,Glenn County,0,0,0,0,0,0,1,0
1980,Male,Other,Under 18,Glenn County,0,0,0,0,0,0,1,0
1980,Male,Other,18 to 19,Glenn County,0,0,0,0,0,0,2,0
1980,Male,Other,20 to 29,Glenn County,0,0,0,0,0,0,4,0
1980,Male,Other,30 to 39,Glenn County,0,1,0,0,0,1,4,0
1980,Male,Other,40 to 69,Glenn County,0,0,0,0,0,0,10,0
1980,Male,White,Under 18,Glenn County,1,34,1,2,0,38,62,8
1980,Male,White,18 to 19,Glenn County,4,13,5,0,7,29,43,0
1980,Male,White,20 to 29,Glenn County,15,38,5,3,22,83,174,0
1980,Male,White,30 to 39,Glenn County,9,3,1,5,1,19,99,0
1980,Male,White,40 to 69,Glenn County,3,4,0,2,2,11,111,0
1980,Male,White,70 and over,Glenn County,0,0,0,0,0,0,2,0
1980,Female,Black,20 to 29,Glenn County,0,1,0,0,0,1,0,0
1980,Female,Black,30 to 39,Glenn County,0,0,0,0,0,0,0,0
1980,Female,Hispanic,20 to 29,Glenn County,0,0,0,0,0,0,5,0
1980,Female,Hispanic,30 to 39,Glenn County,0,0,1,0,0,1,1,0
1980,Female,Other,Under 18,Glenn County,0,0,0,0,0,0,0,0
1980,Female,Other,18 to 19,Glenn County,0,0,0,0,0,0,1,0
1980,Female,Other,20 to 29,Glenn County,0,0,0,0,0,0,1,0
1980,Female,Other,30 to 39,Glenn County,0,0,0,0,0,0,2,0
1980,Female,Other,40 to 69,Glenn County,0,0,0,0,0,0,2,0
1980,Female,White,Under 18,Glenn County,1,5,0,0,0,6,2,7
1980,Female,White,18 to 19,Glenn County,3,2,0,0,0,5,3,0
1980,Female,White,20 to 29,Glenn County,2,0,4,0,2,8,12,0
1980,Female,White,30 to 39,Glenn County,2,0,0,0,0,2,12,0
1980,Female,White,40 to 69,Glenn County,1,1,0,0,0,2,13,0
1980,Female,White,70 and over,Glenn County,0,0,0,0,0,0,1,0
1980,Male,Black,Under 18,Humboldt County,0,1,0,0,0,1,2,1
1980,Male,Black,18 to 19,Humboldt County,0,2,0,0,1,3,5,0
1980,Male,Black,20 to 29,Humboldt County,7,2,2,0,3,14,40,0
1980,Male,Black,30 to 39,Humboldt County,4,2,2,0,0,8,6,0
1980,Male,Black,40 to 69,Humboldt County,0,0,2,1,0,3,9,0
1980,Male,Hispanic,Under 18,Humboldt County,0,3,1,0,1,5,16,1
1980,Male,Hispanic,18 to 19,Humboldt County,0,4,0,0,0,4,9,0
1980,Male,Hispanic,20 to 29,Humboldt County,0,5,2,2,2,11,50,0
1980,Male,Hispanic,30 to 39,Humboldt County,1,3,0,0,2,6,35,0
1980,Male,Hispanic,40 to 69,Humboldt County,0,0,1,0,0,1,38,0
1980,Male,Hispanic,70 and over,Humboldt County,0,0,0,0,0,0,2,0
